id,name,album_name,artist_ids,danceability,energy,speechiness,acousticness,valence,tempo,duration_ms
05Mp2UJulSttxQ4E6hQPH3,Ohne mein Team,Palmen aus Plastik,"1aS5tqEs9ci5P9KD9tZWa6,0Dvx6p8JDyzeOPGmaCIH1L,0b62itBWBdLgiecXjXCqKC",0.766,0.8,0.0938,0.16,0.635,129.999,188504
4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Escape,0rvjqX7ttXeg3mTy8Xscbt,0.5,0.748,0.0363,0.127,0.514,118.852,250987
3rdAz1fbUfZxYgaCviYhRo,Todo De Ti,VICE VERSA,1mcTU81TzQhprhouKaTkpq,0.78,0.719,0.0506,0.302,0.336,127.962,199604
254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,Tango In the Night (Deluxe Edition),08GQAI4eElDnROBrJRGE0X,0.73,0.487,0.0303,0.258,0.731,114.965,226653
2PGA1AsJal6cyMNmKyE56q,200 km/h,Platte,1qQLhymHXFPtP5U8KNKsm6,0.899,0.67,0.163,0.269,0.413,148.065,163147
6GomT970rCOkKAyyrwJeZi,Move Your Body,Move Your Body,"37czgDRfGMvgRiUKHvnnhj,0aOIluXr131XqrXFwFCFGT",0.848,0.821,0.0527,0.0169,0.249,125.051,157445
6hw1Sy9wZ8UCxYGdpKrU6M,Roller,Platte,1qQLhymHXFPtP5U8KNKsm6,0.941,0.758,0.17,0.0256,0.683,128.017,157093
6I3mqTwhRpn34SLVafSH7G,Ghost,Justice,1uNFoZAHBGtllmzznpCI3s,0.601,,,,,,153190
1F205Nl2feOSYSztLNOJAL,3 Am,Sauce Boyz,"5XJDexmWFLWOkjOEjOVX3e,00XhexlJEXQstHimpZN910",0.852,0.613,0.108,0.413,0.576,89.951,208237
5ddFjrPG8NgQQ6xlOQIVd2,Tú Me Dejaste De Querer,El Madrileño,"5TYxZTjIPqKM8K8NuP9woO,5IbUz6BcOu6IVY512oxavP,7xtnpHS34mLlxGZDVUBHSU",0.823,0.723,0.229,0.311,0.505,83.97,198493
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,After Hours,1Xyo4u8uXC1ZmMpatF05PJ,0.514,0.73,0.0598,0.00146,0.334,171.005,200040
3QFInJAm9eyaho5vBzxInN,family ties (with Kendrick Lamar),The Melodic Blue,"5SXuuuRpukkTvsLuUknva1,2YZyLoL8N0Wb9xBt1NhZWg",0.711,,0.33,0.00588,0.144,134.093,252262
3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,Traveller,4YLtscXsxbVgi031ovDDdh,0.392,0.37,0.0298,0.205,0.512,48.718,293293
09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,"My Dear Melancholy,",1Xyo4u8uXC1ZmMpatF05PJ,0.461,0.593,0.0356,0.17,0.175,134.17,228373
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,Native,5Pwc4xIPtQLFEnJriah9YJ,0.664,0.705,0.0382,0.0654,0.477,122.016,257267
4xkOaSrkexMciUUogZKVTS,'Till I Collapse,The Eminem Show,"7dGJo4pcD2V6oG8kP0tJRR,1Oa0bMld0A3u5OTYfMzp5h",0.548,0.847,0.186,0.0622,0.1,171.447,297787
06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,Emmanuel,"2R21vXR83lH98kGeO99Y66,4q3ewBCX7sLwd24euuV69X",0.691,,0.111,0.464,0.855,174.021,246000
4WB9OeauHXnGOMUK4s80gM,Trop beau,Jeannine,1Yfe3ONJlioHys7jwHdfVm,0.748,0.66,0.0404,0.295,0.324,123.902,244587
0X5zETsfr8nGAVABRcD4o4,Dans le Réseau,Spleen,5hREZP0zTQbTLkZ2M8RS4v,0.866,0.628,0.0536,0.644,0.731,125.991,145162
0cqRj7pUJDkTCEsJkx8snD,Shake It Off,1989 (Deluxe),06HL4z0CvFAxyc27GXpf02,0.647,0.8,0.165,0.0647,0.942,160.078,219200
6bnF93Rx87YqUBLSgjiMU8,Heartless,After Hours,1Xyo4u8uXC1ZmMpatF05PJ,0.537,0.746,0.15,0.0236,0.252,170.062,198267
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),4GNC7GD6oZMSxPGyXy4MNB,0.459,,0.0573,0.604,0.183,111.881,215107
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,The Marshall Mathers LP,7dGJo4pcD2V6oG8kP0tJRR,0.949,0.661,0.0572,0.0302,0.76,104.504,284200
6mmPpaltUZK7xjNlBPQQ0p,Desesperados,VICE VERSA,"1mcTU81TzQhprhouKaTkpq,37230BxxYs9ksS7OkZw3IU",0.869,0.694,0.0783,0.356,0.511,90.02,224997
5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster,Rumours (Super Deluxe),08GQAI4eElDnROBrJRGE0X,0.545,0.67,0.0496,0.009,0.481,151.553,270213
1Sym1HsTqsa2pYKhYL1j15,Me Gustas Natural,Sauce Boyz 2,"5XJDexmWFLWOkjOEjOVX3e,2IMZYfNi21MGqxopj9fWx8",0.721,0.426,0.11,0.859,0.451,127.083,170079
7fBv7CLKzipRk6EC6TWHOB,The Hills,Beauty Behind The Madness,1Xyo4u8uXC1ZmMpatF05PJ,0.585,0.564,0.0515,0.0671,0.137,113.003,242253
1dGr1c8CrMLDpV6mPbImSI,Lover,Lover,06HL4z0CvFAxyc27GXpf02,0.359,0.543,0.0919,0.492,0.453,68.534,221307
6feiJqgHqeSvkGUzf11AYs,Remember (and David Guetta),Only Honest On The Weekend,"4EPJlUEBy49EX1wuFOvtjK,1Cs0zKBU1kc0i8ypK3B9ai",0.626,,0.0378,0.0682,0.555,123.833,161387
70JnnNNAxPjvZGPwjJfX47,El Fin del Mundo,La la Love You Bonus,"5Q30fhTc0Sl0Q4C5dOjhhQ,31IVfzTQ5bAPL8XMrO6dVx",0.602,0.866,0.0471,0.000856,0.677,127.052,188094
1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,1989 (Deluxe),06HL4z0CvFAxyc27GXpf02,0.76,0.703,0.054,0.103,0.57,95.997,231827
20RGQHWvqyyacpuxMBeLsZ,La Historia,La Historia,"4PFgfReja3r59JaekHpeuf,42ppAzaKW3DW3bYRmxd1Dw",0.909,0.636,0.191,0.279,0.554,100.01,237900
3z4CGd63tpUn9a6oQSG0CI,Location (feat. Burna Boy),PSYCHODRAMA,"6Ip8FS7vWT1uKkJSweANQK,3wcj11K77LjEY1PkEazffa",0.812,0.496,0.297,0.271,0.55,109.979,241293
6HTJgY7iWWlVLSDHsfHePf,Jefe,Jefe,6Te49r3A6f5BiIgBRxH7FH,0.648,0.599,0.0799,0.474,0.213,120.985,177705
65OVbaJR5O1RmwOQx0875b,Wants and Needs (feat. Lil Baby),Scary Hours 2,"3TVXtAsR1Inumwj472S9r4,5f7VJjfbwm532GiveGC0ZK",0.578,,0.286,0.0618,0.1,136.006,192956
5S12Ds2RswM2ITC0u1J01f,VVS,Jefe,6Te49r3A6f5BiIgBRxH7FH,0.751,,0.485,0.337,0.525,167.983,187027
7AuMPJMHY3TYeZEZsEy0CF,mailbox (feat. Hava),MISTER DARDY,"3pjq2pDV9RR6VY55wBjVnp,3Mn6d673ieRza7uw6zY2Zv",0.753,0.65,0.0485,0.369,0.428,125.121,174413
02MWAaffLxlfxAUY7c5dvx,Heat Waves,Dreamland (+ Bonus Levels),4yvcSjfu4PC0CYQyLy4wSq,0.761,0.525,0.0944,0.44,0.531,80.87,238805
6ifUES3keWjwXgae8pXI3o,Me Rehúso,54+1,5H1nN1SzW0qNeUEZvuXjAj,0.744,0.804,0.0677,0.0231,0.426,104.823,205715
0G2zPzWqVjR68iNPmx2TBe,Volando - Remix,Volando (Remix),"0Q8NcsJwoCbZOHHW63su5S,4q3ewBCX7sLwd24euuV69X,77ziqFxp5gaInVrF2lj4ht",0.659,,0.0673,0.207,0.632,153.979,273474
5qqabIl2vWzo9ApSC317sa,Wonderwall - Remastered,(What's The Story) Morning Glory? [Remastered],2DaxqgrOhkeH0fpeiQq2f4,0.378,0.896,0.0407,0.000452,0.469,174.302,258773
46IZ0fSY2mpAiktS3KOqds,Easy On Me,30,4dpARuHxo51G3z768sgnrY,0.604,0.366,0.0282,0.578,0.13,141.981,224695
7jtQIBanIiJOMS6RyCx6jZ,Another Love,Long Way Down,2txHhyCwHjUEpJjWrEyqyX,0.442,,0.0451,0.717,0.139,122.758,244360
1p9dxTMtG4gZpLp7yzvT54,Eté 90,Rupture 2 merde,5MynxBz4ZMqvUzpcxTZl4C,0.649,0.618,0.0779,0.0215,0.381,92.02,192613
2u8AXJyk8pICzj2wyPBL0b,2002,Ich & keine Maske,"4Yttlv9ndGjCDCVLqM7ACq,1qQLhymHXFPtP5U8KNKsm6",0.657,0.691,0.236,0.213,0.493,160.106,237157
474uVhyGgK5MtY9gMcDgGl,It's Called: Freefall,"How to: Friend, Love, Freefall",4hz8tIajF2INpgM0qzPJz2,0.744,0.516,0.0513,0.632,0.281,97.944,152293
3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,The Time Of Our Lives (International Version),5YGY8feqx7naU7z4HrwZM6,0.652,0.698,0.042,0.00112,0.47,96.021,202067
58ge6dfP91o9oXMzq3XkIS,505,Favourite Worst Nightmare (Standard Version),7Ln80lUS6He07XvHI8qqHH,0.52,0.852,0.0543,0.00237,0.234,140.267,253587
7MXVkk9YMctZqd1Srtv4MB,Starboy,Starboy,"1Xyo4u8uXC1ZmMpatF05PJ,4tZwfgrHOc3mvqYlEYSvVi",0.679,0.587,0.276,0.141,0.486,186.003,230453
0DuWDLjriRPjDRoPgaCslY,Love In The Dark,25,4dpARuHxo51G3z768sgnrY,0.331,0.341,0.0309,0.528,0.152,109.821,285935
2JPLbjOn0wPCngEot2STUS,Yonaguni,Yonaguni,4q3ewBCX7sLwd24euuV69X,0.644,,0.118,0.276,0.44,179.951,206710
60a0Rd6pjrkxjPbaKzXjfq,In the End,Hybrid Theory (Bonus Edition),6XyY86QOPPrYVGvF9ch6wz,0.556,,0.0584,0.00958,0.4,105.143,216880
57I5KhEpQFC9XBgKt6nklL,On verra,Feu,4LXBc13z5EWsc5N32bLxfH,0.575,0.58,0.067,0.166,0.324,75.2,211413
3UmaczJpikHgJFyBTAJVoz,Stan,The Marshall Mathers LP,"7dGJo4pcD2V6oG8kP0tJRR,2mpeljBig2IXLXRAFO9AAs",0.78,0.768,0.238,0.0371,0.507,80.063,404107
6IAZHEBUIGJ6NJKxxOBIEr,Rolling in the Deep,21,4dpARuHxo51G3z768sgnrY,0.73,,0.0298,0.138,0.507,104.948,228093
2BcMwX1MPV6ZHP4tUT9uq6,Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,"3TVXtAsR1Inumwj472S9r4,1URnnhqYAYcrqrcwql10ft,08Ld63UgKrJ0nZnCkzHtzc",0.849,,0.324,0.0635,0.153,145.887,242966
2LBqCSwhJGcFQeTHMVGwy3,Die For You,Starboy,1Xyo4u8uXC1ZmMpatF05PJ,0.586,0.525,0.0615,0.111,0.508,133.629,260253
66tNDqYNR2S6Svwgm3BMi9,Cabeza,Mafana,66Ok6bgC570sHkw08N20pZ,0.884,0.566,0.046,0.123,0.565,106.983,148035
0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,"246dkjvS1zLTtiykXe5h60,1zNqQNIdeOUZHb8zbZRFMX",0.755,0.522,0.0575,0.533,0.925,89.96,157560
2H7jZg2HliuQhZjfBblLrZ,Sommergewitter,Sommergewitter,34LetYSjEuG2fBb4Z8PwPg,0.787,,0.101,0.132,0.721,91.996,138533
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),Flower Boy,"4V8LLVI7PbaPR0K2TGSxFF,1U1el3k54VvEUzo3ybLPlM",0.558,0.559,0.0959,0.371,0.62,78.558,180387
4ZtFanR9U6ndgddUvNcjcG,good 4 u,SOUR,1McMsnEElThX1knmY4oliG,0.563,0.664,0.154,0.335,0.688,166.928,178147
3AVrVz5rK8Hrqo9YGiVGN5,Apocalypse,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,0.369,,0.0274,0.0194,0.174,94.473,290147
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,Back from the Edge,4IWBUUAFIplrNtaOHcJPRM,0.358,,0.059,0.695,0.494,85.043,211467
22skzmqfdWrjJylampe0kt,Can't Hold Us (feat. Ray Dalton),The Heist,"5BcAKTbp20cv7tC5VqPFoC,3JhNCzhSMTxs9WLGJJxWOY,4myTppRgh0rojLxx8RycOp,4e0nWw2r4BoQSKPQ2zpU13",0.633,0.927,0.0839,0.0267,0.88,146.097,258432
3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,2FXC3k01G6Gw61bmprjgqS,0.566,0.664,0.0464,0.634,0.437,128.945,241688
7H0ya83CMmgFcOhw0UB6ow,Space Song,Depression Cherry,56ZTgzPBDge0OvCGgMO3OY,0.508,,0.0297,0.229,0.601,147.067,320467
0B7wvvmu9EISAwZnOpjhNI,When I Was Your Man,Unorthodox Jukebox,0du5cEVh5yTK9QJze8zA0C,0.601,0.271,0.0403,0.937,0.411,145.494,213827
46vfSYsDJZaNQcD4YvT8GD,Best life,Best Life,"6W5uA6CNMf3hd2j4a2XWCx,0GOx72r5AAEKRGQFn3xqXK",0.919,0.779,0.147,0.258,0.941,138.038,189400
1bwhDrXcAtqePp8mNJ0pTe,La kiffance,Les mains faites pour l'or,6W5uA6CNMf3hd2j4a2XWCx,0.805,,0.0869,0.228,0.678,140.045,179427
4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,Platonicos,"2cPqdH7XMvwaBJEVjheH8g,2ydZrTy8U3kOMOzx20s3dg,7iK8PXO48WeuP03g8YR51W",0.845,0.677,0.136,0.269,0.68,90.013,219048
5lkpeJwmQKgY3bX2zChjxX,Someone Like You,21,4dpARuHxo51G3z768sgnrY,0.556,0.319,0.0281,0.893,0.294,135.187,285240
1FlL8ycld6uVDDyhV7P5FA,Cúrame,VICE VERSA,1mcTU81TzQhprhouKaTkpq,0.765,0.625,0.0548,0.584,0.262,102.101,164706
0JXXNGljqupsJaZsgSbMZV,Sure Thing,All I Want Is You,360IAlyVv4PCEVjgyMZrxK,0.684,0.607,0.1,0.0267,0.498,81.001,195373
3AJwUDP919kvQ9QcozQPxg,Yellow,Parachutes,4gzpq5DPGxSnKTe4SA8HAU,0.429,,0.0281,0.00239,0.285,173.372,266773
5TMLavqGRKNxgzMBrVpC9R,Mon Amour - Remix,Mon Amour (Remix),"7c53ZFyajVMTo08HmvoB6b,7eLcDZDYHXZCebtQmVFL25",0.748,,0.102,0.122,0.362,116.041,179940
0Wr98MVkENZXddiLB3bPb0,J't'emmène au vent,Louise Attaque,4CAsSAU842glNKJX71ndA9,0.567,0.771,0.0365,0.252,0.596,137.014,184173
2a1o6ZejUi8U3wzzOtCOYw,Danza Kuduro,Meet The Orphans,"33ScadVnbm2X8kkUqOkC6Z,5bv5RplEOwdCvhq0EILh9E",0.4,0.915,0.28,0.0846,0.878,88.917,198773
3GaGWoU1KfVqgl7vnRHP55,Demasiadas Mujeres,El Madrileño,5TYxZTjIPqKM8K8NuP9woO,0.658,0.453,0.39,0.131,0.358,126.043,153960
0pqnGHJpmpxLKifKRmU6WP,Believer,Evolve,53XhwfbYqKCa1cC15pYq2q,0.776,0.78,0.128,0.0622,0.666,124.949,204347
6i1g5ZRmJZAkDwBaUZ3f2i,Caile,L3tra,4axKuDPr6WKcDCyh8vueTY,0.704,0.756,0.448,0.298,0.461,121.737,141340
4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,Goodbye & Good Riddance,4MCBfE4596Uoi2O4DtmEMz,0.671,,0.307,0.0769,0.203,161.989,165820
0ug5NqcwcFR2xrfTkc7k8e,Style,1989 (Deluxe),06HL4z0CvFAxyc27GXpf02,0.588,0.791,0.0402,0.00245,0.487,94.933,231000
5rF6YUIlgiat22OT1lWspJ,Seventeen Going Under,Seventeen Going Under (Deluxe),6zlR5ttMfMNmwf2lecU9Cc,0.48,0.87,0.0362,0.00438,0.584,161.953,297933
1b62AO1IzcVr5SOgoguc9o,Sin Frenos,Sauce Boyz 2,"5XJDexmWFLWOkjOEjOVX3e,716NhGYqD1jl2wI1Qkgq36,1bAftSH8umNcGZ0uyV7LMg",0.657,0.702,0.0482,0.0723,0.75,145.022,211394
1VauUM5CBX7nkLcgafQL2B,"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40","716NhGYqD1jl2wI1Qkgq36,5XJDexmWFLWOkjOEjOVX3e",0.783,0.524,0.0554,0.241,0.839,117.496,164896
2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,EL ÚLTIMO TOUR DEL MUNDO,"4q3ewBCX7sLwd24euuV69X,7ltDVBr6mKbRvohxheJ9h1",0.856,0.618,0.286,0.0303,0.391,81.993,203201
0uxSUdBrJy9Un0EYoBowng,20 Min,Luv Is Rage 2 (Deluxe),4O15NlyKLIASxsJ0PrXPfz,0.773,0.75,0.117,0.109,0.783,123.426,220587
6ynErSDSlxqsxg0D3LJ8sK,Flamenco y Bachata,Flamenco y Bachata,6E94QKXZv8BbO6QQJxcxLI,0.769,0.871,0.0286,0.266,0.97,135.032,191333
0nrRP2bk19rLc0orkWPQk2,Wake Me Up,True,1vCWHaC5f2uS3yhpwWbIA6,0.532,,0.0523,0.0038,0.643,124.08,247427
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,Hot Fuss,0C0XlULifJtAgn6ZNCW2eu,0.352,,0.0747,0.00121,0.236,148.033,222973
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Divinely Uninspired To A Hellish Extent,4GNC7GD6oZMSxPGyXy4MNB,0.501,0.405,0.0319,0.751,0.446,109.891,182161
7j4OmvkjRz0PrjFADlHfQx,Set Fire to the Rain,21,4dpARuHxo51G3z768sgnrY,0.603,0.67,0.0249,0.00408,0.446,107.993,242974
03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,She Don't Give a Fo,"1bAftSH8umNcGZ0uyV7LMg,4m6ubhNsdwF4psNf3R8kwR",0.854,0.556,0.14,0.345,0.342,119.938,209531
07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remaster,Rumours,08GQAI4eElDnROBrJRGE0X,0.583,0.947,0.0378,0.0185,0.803,135.448,223613
5OELUCYgOHKFAvCERnAvfS,More Than My Hometown,Dangerous: The Double Album,4oUHIQIBe0LHzYfvXNW4QM,0.62,0.869,0.0462,0.615,0.597,126.019,216573
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,The Eminem Show,7dGJo4pcD2V6oG8kP0tJRR,0.908,0.669,0.0738,0.00286,0.662,112.238,290320
2HbKqm4o0w5wEeEFXm2sD4,Money Trees,"good kid, m.A.A.d city","2YZyLoL8N0Wb9xBt1NhZWg,28ExwzUQsvgJooOI0X1mr3",0.716,0.531,0.122,0.0703,0.344,71.994,386907
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),lovely (with Khalid),"6qqNVTkY8uBg9cP3Jd7DAH,6LuN9FCkKOj5PcnpouEgny",0.351,0.296,0.0333,0.934,0.12,115.284,200186
0gucTLf7trAf37Ua1uAyAu,Smells Like Teen Spirit - Remastered,Nevermind (30th Anniversary Super Deluxe),6olE6TJLqED3rqDCT0FyPh,0.489,0.918,0.0554,3.53e-05,0.691,116.731,300893
5ioieZofgvXQK70RFhVohl,Attentat,Enna Boost,"3DCWeG2J1fZeu0Oe6i5Q6m,66Ok6bgC570sHkw08N20pZ",0.844,0.656,0.216,0.192,0.398,99.983,194267
4MzXwWMhyBbmu6hOcLVD49,DÁKITI,EL ÚLTIMO TOUR DEL MUNDO,"4q3ewBCX7sLwd24euuV69X,0EFisYRi20PTADoJrifHrz",0.731,0.573,0.0544,0.401,0.145,109.928,205090
6fuO9uk9wbjCHvQJqk2Qpx,paris freestyle - skrilla remix,paris freestyle (skrilla remix),"34LetYSjEuG2fBb4Z8PwPg,5iIl7sknJm4dw34xfsL667",0.745,0.506,0.128,0.0135,0.325,145.041,105983
3nfICwo20uiFdEGzgNUSrG,Formentera,Formentera,"7eLcDZDYHXZCebtQmVFL25,2UZIAOlrnyZmyzt1nuXr9y",0.781,0.645,0.0399,0.0903,0.803,128.007,207333
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,OASIS,"1vyhD5VmyZ7KMfW5gqLgo5,4q3ewBCX7sLwd24euuV69X",0.754,0.646,0.317,0.152,0.429,176.089,242573
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,I Love You.,77SW9BnxLY8rJ0RciFqkHh,0.612,0.807,0.0336,0.0495,0.398,124.053,240400
3cBsEDNhFI9E82vPj3kvi3,Wasted On You,Dangerous: The Double Album,4oUHIQIBe0LHzYfvXNW4QM,0.505,,0.0318,0.373,0.252,196.0,178520
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Rumours (Super Deluxe),08GQAI4eElDnROBrJRGE0X,0.828,0.492,0.0276,0.0644,0.789,120.151,257800
5HEtuK03ygUzqca6yfgOYZ,Lettre à une femme,M.I.L.S 3,6Te49r3A6f5BiIgBRxH7FH,0.487,0.398,0.0697,0.835,0.905,149.367,157766
3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Where Are You Now,"7f5Zgnp2spUuuzKplmRkt7,6ydoSd3N2mwgwBHtF6K7eX",0.671,0.636,0.103,0.515,0.262,120.966,148197
7yq4Qj7cqayVTp3FF9CWbm,Riptide,Dream Your Life Away,10exVja0key0uqUkk6LJRT,0.484,0.731,0.0379,0.431,0.51,101.654,204280
0fukO3WYYUHaXOrvEohpEG,Σ. MOROSE,QALF infinity,2UwqpfQtNuhBwviIC0f2ie,0.721,0.588,0.0501,0.37,0.276,150.031,263577
1zi7xx7UVEFkmKfv06H8x0,One Dance,Views,"3TVXtAsR1Inumwj472S9r4,3tVQdUvClmAT7URs9V3rsp,77DAFfvm3O9zT5dIoG0eIO",0.792,0.625,0.0536,0.00776,0.37,103.967,173987
3aLZ0s5ulFLcFCtIZQblpo,Hauseingang,Hauseingang,34LetYSjEuG2fBb4Z8PwPg,0.549,0.396,0.437,0.168,0.284,79.494,141452
2ewjMyCbNv2X1dB2qIDCwD,Θ. Macarena,Ipséité,2UwqpfQtNuhBwviIC0f2ie,0.777,0.554,0.0572,0.182,0.27,129.933,206840
78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),Drip Harder,"5f7VJjfbwm532GiveGC0ZK,2hlmm7s2ICUX0LVIhVFlZQ",0.897,0.662,0.292,0.0852,0.389,112.511,145543
0Jh6iWjna1wk5le0Ahn7No,La vie qu'on mène,Destin,6Te49r3A6f5BiIgBRxH7FH,0.8,,0.0367,0.687,0.456,113.204,193444
1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,Gangsta's Paradise,"3y24n3XhZ96wgwRXjvS17T,2LhsePRtgCo4THVKULQBL7",0.647,,0.0593,0.0655,0.386,79.975,240693
0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,Only By The Night,2qk9voo8llSGYcZ6xrBzKx,0.542,0.905,0.054,0.00172,0.374,153.398,203347
656vbT8JKkVx7g1yG12L89,Avec Toi,OMEGA,66Ok6bgC570sHkw08N20pZ,0.661,0.666,0.0277,0.457,0.381,92.475,193813
5qaEfEh1AtSdrdrByCP7qR,Demons,Night Visions,53XhwfbYqKCa1cC15pYq2q,0.505,0.71,0.0321,0.19,0.428,89.938,177507
4jhHaLksdP8DJZzxYAjOSz,Kemba Walker,Sauce Boyz,"5XJDexmWFLWOkjOEjOVX3e,4q3ewBCX7sLwd24euuV69X",0.832,0.59,0.272,0.446,0.596,146.907,152960
5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,Jazz (2011 Remaster),1dfeR4HaWDbWqFHLkxsg1d,0.559,0.868,0.17,0.0475,0.609,156.295,209413
0eVborSuxUeSg0meWYd9dZ,Soldadito marinero,Lo mas lejos a tu lado,1tZ99AnqyjgrmPwLfGU5eo,0.718,0.431,0.0314,0.132,0.324,139.618,254373
4EWCNWgDS8707fNSZ1oaA5,Heartless,808s & Heartbreak,5K4W6rqBFWDnAN6FQUkS6x,0.79,0.647,0.136,0.0515,0.654,87.999,211000
0UvCh63URrLFcPkKt99hHd,Don't Look Back in Anger - Remastered,(What's The Story) Morning Glory? [Remastered],2DaxqgrOhkeH0fpeiQq2f4,0.327,0.938,0.0645,0.0708,0.326,162.937,289560
4kqsT3yDyJr1KZ2AkM9qfD,Elle pleut,Les étoiles vagabondes : expansion,"4LXBc13z5EWsc5N32bLxfH,5f6nz3iqzrfiUfKOIKvLvd",0.62,0.375,0.455,0.724,0.226,92.641,286520
1VB4sadHjFcFklHcZuoROi,Como Camarón,Estopa,5ZqnEfVdEGmoPxtELhN7ai,0.499,,0.0564,0.216,0.843,140.4,202027
6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,Harder Than Ever,"5f7VJjfbwm532GiveGC0ZK,3TVXtAsR1Inumwj472S9r4",0.963,0.346,0.53,0.0355,0.562,119.957,142273
6Qyc6fS4DsZjB2mRW9DsQs,Iris,Dizzy up the Girl,2sil8z5kiy4r76CRTXxBCA,0.315,0.715,0.0362,0.00125,0.497,155.925,289533
3azJifCSqg9fRij2yKIbWz,The Color Violet,Alone At Prom,2jku7tDXc6XoB6MO2hFuqg,0.645,,0.0479,0.157,0.463,105.02,226467
3Ucr6hQQuY8cZ0UqXV8uO2,Freed from Desire,Come into My Life,3OqTvcWgb0xaainosGVvuZ,0.715,0.76,0.0408,0.389,0.667,128.984,214000
2zzLRQ78kKfPTx8FJQCdC2,When The Sun Goes Down,"Whatever People Say I Am, That's What I'm Not",7Ln80lUS6He07XvHI8qqHH,0.348,0.875,0.199,0.0341,0.407,169.152,202133
3gbBpTdY8lnQwqxNCcf795,Pompeii,Bad Blood,7EQ0qTo7fWT7DPxmxtSYEc,0.679,,0.0407,0.0755,0.571,127.435,214148
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (with Metro Boomin),Without Warning,"4DdkRBBYG6Yk9Ka8tdJ9BW,0iEtIxbK0KxaSlF7G42ZOp",0.88,0.428,0.206,0.149,0.333,100.007,172800
6sUVclkQYxqcCXOxUvlsoe,Wow,Survie,54kCbQZaZWHnwwj9VP2hn4,0.837,0.581,0.401,0.376,0.539,144.035,138680
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,MIDDLE CHILD,6l3HvQ5sa6mXTsMTB19rO5,0.837,0.364,0.276,0.149,0.463,123.984,213594
0wXuerDYiBnERgIpbb3JBR,Redbone,"""Awaken, My Love!""",73sIBHcqh3Z3NyqHKZ7FOL,0.743,0.344,0.118,0.169,0.577,160.15,326933
3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,Onka's Big Moka,6xeFne1rkxMhKSW3ipvkdV,0.632,0.856,0.0348,0.0624,0.867,119.397,232693
2T3jgoAMbBXiMMD8pSc6QL,This Is The Life,This Is The Life (eDeluxe),1hJuGCUpefX24GFmss9bjH,0.628,,0.0323,0.259,0.853,95.083,184413
1v7L65Lzy0j0vdpRjJewt1,"Lose Yourself - From ""8 Mile"" Soundtrack",Just Lose It,7dGJo4pcD2V6oG8kP0tJRR,0.686,0.735,0.264,0.00921,0.0596,171.355,322227
7BHPGtpuuWWsvE7cCaMuEU,Naive,Inside In / Inside Out,1GLtl8uqKmnyCWxHmw9tL4,0.391,0.808,0.0892,0.0759,0.737,100.304,203507
